MSH|^~\&|OERDB|QTE|NEON||201410241952||MFN^OT|01|P|2.3
QTE^10124F^Jan  1 1900 12:00AM^TETERBORO^86141^L^50.00
QTE^P19090^Jan  1 1900 12:00AM^TETERBORO^83540^L^419.01
QTE^P19091^Jan  1 1900 12:00AM^TETERBORO^G0431^L^1242.84
QTE^P19092^Jan  1 1900 12:00AM^TETERBORO^87491^L^657.62
QTE^P19093^Jan  1 1900 12:00AM^TETERBORO^84443^L^777.36
QTE^P19094^Jan  1 1900 12:00AM^TETERBORO^80061^L^977.55
QTE^P19095^Jan  1 1900 12:00AM^TETERBORO^86003^L^265.19
QTE^P19096^Jan  1 1900 12:00AM^TETERBORO^86003^L^287.91
QTE^P19097^Jan  1 1900 12:00AM^TETERBORO^86003^L^134.45
QTE^P19099^Jan  1 1900 12:00AM^TETERBORO^80061^L^1005.49
QTE^P1910^Jan  1 1900 12:00AM^TETERBORO^80061^L^648.43
QTE^P19100^Jan  1 1900 12:00AM^TETERBORO^86003^L^261.48
QTE^P19101^Jan  1 1900 12:00AM^TETERBORO^86003^L^187.08
QTE^P19102^Jan  1 1900 12:00AM^TETERBORO^84443^L^1177.14
QTE^P19103^Jan  1 1900 12:00AM^TETERBORO^85014^L^651.87
QTE^P19104^Jan  1 1900 12:00AM^TETERBORO^82306^L^3877.18
QTE^P19106^Jan  1 1900 12:00AM^TETERBORO^85027^L^239.66
QTE^P19107^Jan  1 1900 12:00AM^TETERBORO^82306^L^521.23
QTE^P19109^Jan  1 1900 12:00AM^TETERBORO^80061^L^881.64
QTE^P19110^Jan  1 1900 12:00AM^TETERBORO^80061^L^534.75
QTE^P19111^Jan  1 1900 12:00AM^TETERBORO^80061^L^572.48
QTE^P19112^Jan  1 1900 12:00AM^TETERBORO^85307^L^1505.94
QTE^P19114^Jan  1 1900 12:00AM^TETERBORO^82465^L^1285.91
QTE^P19115^Jan  1 1900 12:00AM^TETERBORO^82465^L^1690.96
QTE^P19118^Jan  1 1900 12:00AM^TETERBORO^85610^L^1276.74
QTE^P19119^Jan  1 1900 12:00AM^TETERBORO^81401^L^5042.92
QTE^P19120^Jan  1 1900 12:00AM^TETERBORO^84443^L^436.17
QTE^P19121^Jan  1 1900 12:00AM^TETERBORO^85007^L^634.77
QTE^P19122^Jan  1 1900 12:00AM^TETERBORO^80061^L^1043.29
QTE^P19123^Jan  1 1900 12:00AM^TETERBORO^80061^L^1213.91
QTE^P19124^Jan  1 1900 12:00AM^TETERBORO^G0431^L^1150.74
QTE^P19125^Jan  1 1900 12:00AM^TETERBORO^84439^L^2248.47
QTE^P19127^Jan  1 1900 12:00AM^TETERBORO^86003^B^159.19
QTE^P19128^Jan  1 1900 12:00AM^TETERBORO^86003^L^197.96
QTE^P19129^Jan  1 1900 12:00AM^TETERBORO^86003^L^295.09
QTE^P19130^Jan  1 1900 12:00AM^TETERBORO^86003^L^268.90
QTE^P19131^Jan  1 1900 12:00AM^TETERBORO^86003^L^265.19
QTE^P19132^Jan  1 1900 12:00AM^TETERBORO^86003^L^200.09
QTE^P19133^Jan  1 1900 12:00AM^TETERBORO^81401^L^2045.45
QTE^P19134^Jan  1 1900 12:00AM^TETERBORO^G0431^L^1248.51
QTE^P19135^Jan  1 1900 12:00AM^TETERBORO^82465^L^319.69
QTE^P19136^Jan  1 1900 12:00AM^TETERBORO^82465^L^258.63
QTE^P19137^Jan  1 1900 12:00AM^TETERBORO^82465^L^165.34
QTE^P19139^Jan  1 1900 12:00AM^TETERBORO^80061^L^785.31
QTE^P19140^Jan  1 1900 12:00AM^TETERBORO^82947^L^1101.88
QTE^P19141^Jan  1 1900 12:00AM^TETERBORO^85025^L^1758.63
QTE^P19142^Jan  1 1900 12:00AM^TETERBORO^84436^L^555.00
QTE^P19143^Jan  1 1900 12:00AM^TETERBORO^84436^L^555.00
QTE^P19145^Jan  1 1900 12:00AM^TETERBORO^82728^L^1631.69
QTE^P19147^Jan  1 1900 12:00AM^TETERBORO^85025^L^334.98
QTE^P19148^Jan  1 1900 12:00AM^TETERBORO^84443^L^1674.44
QTE^P1915^Jan  1 1900 12:00AM^TETERBORO^82977^L^113.19
QTE^P19150^Jan  1 1900 12:00AM^TETERBORO^80061^L^1090.37
QTE^P19151^Jan  1 1900 12:00AM^TETERBORO^80061^L^947.33
QTE^P19152^Jan  1 1900 12:00AM^TETERBORO^87491^L^1038.95
QTE^P19153^Jan  1 1900 12:00AM^TETERBORO^85025^L^374.93
QTE^P19154^Jan  1 1900 12:00AM^TETERBORO^82306^L^586.01
QTE^P19155^Jan  1 1900 12:00AM^TETERBORO^84153^L^822.31
QTE^P19158^Jan  1 1900 12:00AM^TETERBORO^82306^L^669.98
QTE^P19159^Jan  1 1900 12:00AM^TETERBORO^80061^L^1254.57
QTE^P19160^Jan  1 1900 12:00AM^TETERBORO^80061^L^899.74
QTE^P19161^Jan  1 1900 12:00AM^TETERBORO^82465^L^730.66
QTE^P19162^Jan  1 1900 12:00AM^TETERBORO^81401^L^4266.38
QTE^P19163^Jan  1 1900 12:00AM^TETERBORO^80061^L^415.08
QTE^P19165^Jan  1 1900 12:00AM^TETERBORO^84436^L^2489.03
QTE^P19166^Jan  1 1900 12:00AM^TETERBORO^82306^L^1771.42
QTE^P19167^Jan  1 1900 12:00AM^TETERBORO^82728^L^573.66
QTE^P1917^Jan  1 1900 12:00AM^TETERBORO^84443^L^395.54
QTE^P19176^Jan  1 1900 12:00AM^TETERBORO^87491^L^427.87
QTE^P19178^Jan  1 1900 12:00AM^TETERBORO^85027^L^78.53
QTE^P19179^Jan  1 1900 12:00AM^TETERBORO^81401^L^3718.22
QTE^P19180^Jan  1 1900 12:00AM^TETERBORO^84443^L^815.40
QTE^P19181^Jan  1 1900 12:00AM^TETERBORO^84436^L^469.66
QTE^P19182^Jan  1 1900 12:00AM^TETERBORO^84436^L^749.65
QTE^P19183^Jan  1 1900 12:00AM^TETERBORO^85610^L^85.70
QTE^P19184^Jan  1 1900 12:00AM^TETERBORO^82728^L^1514.34
QTE^P19185^Jan  1 1900 12:00AM^TETERBORO^86689^L^430.80
QTE^P19186^Jan  1 1900 12:00AM^TETERBORO^81401^L^3291.15
QTE^P19189^Jan  1 1900 12:00AM^TETERBORO^81401^L^4025.88
QTE^P19190^Jan  1 1900 12:00AM^TETERBORO^84439^L^843.96
QTE^P19191^Jan  1 1900 12:00AM^TETERBORO^80061^L^594.13
QTE^P19192^Jan  1 1900 12:00AM^TETERBORO^82728^L^789.98
QTE^P19193^Jan  1 1900 12:00AM^TETERBORO^82947^L^2126.96
QTE^P19194^Jan  1 1900 12:00AM^TETERBORO^85025^L^1345.84
QTE^P19195^Jan  1 1900 12:00AM^TETERBORO^83036^L^944.46
QTE^P19196^Jan  1 1900 12:00AM^TETERBORO^80061^L^765.95
QTE^P19198^Jan  1 1900 12:00AM^TETERBORO^80061^L^558.89
QTE^P19201^Jan  1 1900 12:00AM^TETERBORO^85025^L^839.79
QTE^P19202^Jan  1 1900 12:00AM^TETERBORO^81401^L^4902.16
QTE^P19203^Jan  1 1900 12:00AM^TETERBORO^82728^L^2621.39
QTE^P19204^Jan  1 1900 12:00AM^TETERBORO^85025^L^1937.19
QTE^P19205^Jan  1 1900 12:00AM^TETERBORO^80061^L^1212.45
QTE^P19206^Jan  1 1900 12:00AM^TETERBORO^80061^L^1383.08
QTE^P19207^Jan  1 1900 12:00AM^TETERBORO^82465^L^1224.70
QTE^P19208^Jan  1 1900 12:00AM^TETERBORO^84443^L^1104.56
QTE^P19209^Jan  1 1900 12:00AM^TETERBORO^82947^L^2052.71
QTE^P19210^Jan  1 1900 12:00AM^TETERBORO^80061^L^423.12
QTE^P19211^Jan  1 1900 12:00AM^TETERBORO^84443^L^2401.02
QTE^P19212^Jan  1 1900 12:00AM^TETERBORO^84443^L^1240.19
QTE^P19213^Jan  1 1900 12:00AM^TETERBORO^86003^L^364.04
QTE^P19214^Jan  1 1900 12:00AM^TETERBORO^82947^L^2524.61
QTE^P19217^Jan  1 1900 12:00AM^TETERBORO^86003^L^795.16
QTE^P19218^Jan  1 1900 12:00AM^TETERBORO^86003^L^413.47
QTE^P19219^Jan  1 1900 12:00AM^TETERBORO^80061^L^714.65
QTE^P19220^Jan  1 1900 12:00AM^TETERBORO^85025^L^1036.69
QTE^P19221^Jan  1 1900 12:00AM^TETERBORO^80061^L^589.69
QTE^P19222^Jan  1 1900 12:00AM^TETERBORO^85025^L^232.19
QTE^P19224^Jan  1 1900 12:00AM^TETERBORO^84439^L^2043.59
QTE^P19225^Jan  1 1900 12:00AM^TETERBORO^83036^L^987.68
QTE^P19226^Jan  1 1900 12:00AM^TETERBORO^84439^L^1624.65
QTE^P19227^Jan  1 1900 12:00AM^TETERBORO^G0431^L^327.23
QTE^P19228^Jan  1 1900 12:00AM^TETERBORO^80061^L^693.84
QTE^P19229^Jan  1 1900 12:00AM^TETERBORO^81401^L^5407.00
QTE^P1923^Jan  1 1900 12:00AM^TETERBORO^82947^L^543.33
QTE^P19230^Jan  1 1900 12:00AM^TETERBORO^81401^L^3566.59
QTE^P19235^Jan  1 1900 12:00AM^TETERBORO^85025^L^782.71
QTE^P19236^Jan  1 1900 12:00AM^TETERBORO^85025^L^815.06
QTE^P19237^Jan  1 1900 12:00AM^TETERBORO^85610^L^3422.30
QTE^P19238^Jan  1 1900 12:00AM^TETERBORO^80061^L^499.55
QTE^P19241^Jan  1 1900 12:00AM^TETERBORO^81401^L^2939.56
QTE^P19242^Jan  1 1900 12:00AM^TETERBORO^80061^L^1473.35
QTE^P19243^Jan  1 1900 12:00AM^TETERBORO^84439^L^1202.92
QTE^P19245^Jan  1 1900 12:00AM^TETERBORO^85025^L^584.43
QTE^P19246^Jan  1 1900 12:00AM^TETERBORO^83036^L^1521.04
QTE^P19248^Jan  1 1900 12:00AM^TETERBORO^80061^L^302.97
QTE^P19249^Jan  1 1900 12:00AM^TETERBORO^85025^L^177.84
QTE^P19250^Jan  1 1900 12:00AM^TETERBORO^84702^B^1010.25
QTE^P19252^Jan  1 1900 12:00AM^TETERBORO^81401^L^8562.14
QTE^P19253^Jan  1 1900 12:00AM^TETERBORO^82465^L^434.23
QTE^P19255^Jan  1 1900 12:00AM^TETERBORO^80061^L^442.77
QTE^P19256^Jan  1 1900 12:00AM^TETERBORO^80061^L^651.60
QTE^P19257^Jan  1 1900 12:00AM^TETERBORO^80061^L^1922.12
QTE^P19258^Jan  1 1900 12:00AM^TETERBORO^80061^L^2065.16
QTE^P19259^Jan  1 1900 12:00AM^TETERBORO^80061^L^1245.19
QTE^P19260^Jan  1 1900 12:00AM^TETERBORO^80061^L^1102.15
QTE^P19262^Jan  1 1900 12:00AM^TETERBORO^80061^L^205.44
QTE^P19263^Jan  1 1900 12:00AM^TETERBORO^80061^L^420.44
QTE^P19264^Jan  1 1900 12:00AM^TETERBORO^80061^L^563.48
QTE^P19265^Jan  1 1900 12:00AM^TETERBORO^80061^L^617.28
QTE^P19266^Jan  1 1900 12:00AM^TETERBORO^80061^L^735.21
QTE^P19267^Jan  1 1900 12:00AM^TETERBORO^87491^L^1070.08
QTE^P19268^Jan  1 1900 12:00AM^TETERBORO^81401^L^8971.96
QTE^P19269^Jan  1 1900 12:00AM^TETERBORO^82728^L^1028.67
QTE^P1927^Jan  1 1900 12:00AM^TETERBORO^80061^L^373.37
QTE^P19270^Jan  1 1900 12:00AM^TETERBORO^86003^L^507.85
QTE^P19271^Jan  1 1900 12:00AM^TETERBORO^86003^L^594.28
QTE^P19272^Jan  1 1900 12:00AM^TETERBORO^83036^L^146.28
QTE^P19274^Jan  1 1900 12:00AM^TETERBORO^84443^L^589.88
QTE^P19275^Jan  1 1900 12:00AM^TETERBORO^85610^L^184.06
QTE^P19276^Jan  1 1900 12:00AM^TETERBORO^85610^L^433.56
QTE^P1928^Jan  1 1900 12:00AM^TETERBORO^80061^L^555.73
QTE^P19283^Jan  1 1900 12:00AM^TETERBORO^85610^L^472.42
QTE^P19284^Jan  1 1900 12:00AM^TETERBORO^85610^L^535.22
QTE^P19285^Jan  1 1900 12:00AM^TETERBORO^85730^L^1502.48
QTE^P19286^Jan  1 1900 12:00AM^TETERBORO^85730^L^878.17
QTE^P19288^Jan  1 1900 12:00AM^TETERBORO^84439^L^2394.13
QTE^P19290^Jan  1 1900 12:00AM^TETERBORO^85610^L^1063.85
QTE^P19291^Jan  1 1900 12:00AM^TETERBORO^85730^L^1042.02
QTE^P19292^Jan  1 1900 12:00AM^TETERBORO^85307^L^1415.53
QTE^P19294^Jan  1 1900 12:00AM^TETERBORO^85610^L^484.27
QTE^P19296^Jan  1 1900 12:00AM^TETERBORO^82728^L^488.52
QTE^P19297^Jan  1 1900 12:00AM^TETERBORO^82947^L^1772.94
QTE^P19298^Jan  1 1900 12:00AM^TETERBORO^85025^L^1859.92
QTE^P19299^Jan  1 1900 12:00AM^TETERBORO^85025^L^1718.31
QTE^P1930^Jan  1 1900 12:00AM^TETERBORO^84443^L^399.85
QTE^P19300^Jan  1 1900 12:00AM^TETERBORO^87798^L^1574.41
QTE^P19302^Jan  1 1900 12:00AM^TETERBORO^82378^L^371.24
QTE^P19303^Jan  1 1900 12:00AM^TETERBORO^84153^L^232.92
QTE^P19304^Jan  1 1900 12:00AM^TETERBORO^80061^L^1170.16
QTE^P19305^Jan  1 1900 12:00AM^TETERBORO^80061^L^1483.82
QTE^P19307^Jan  1 1900 12:00AM^TETERBORO^80061^L^333.69
QTE^P19308^Jan  1 1900 12:00AM^TETERBORO^80061^L^1126.09
QTE^P19309^Jan  1 1900 12:00AM^TETERBORO^84436^L^564.72
QTE^P19310^Jan  1 1900 12:00AM^TETERBORO^81406^L^1435.20
QTE^P19311^Jan  1 1900 12:00AM^TETERBORO^80074^L^672.00
QTE^P19312^Jan  1 1900 12:00AM^TETERBORO^80074^L^1173.71
QTE^P19314^Jan  1 1900 12:00AM^TETERBORO^80061^L^660.88
QTE^P19315^Jan  1 1900 12:00AM^TETERBORO^80061^L^517.84
QTE^P19317^Jan  1 1900 12:00AM^TETERBORO^87491^L^686.40
QTE^P19318^Jan  1 1900 12:00AM^TETERBORO^G0431^L^595.55
QTE^P19319^Jan  1 1900 12:00AM^TETERBORO^86003^L^494.70
QTE^P19320^Jan  1 1900 12:00AM^TETERBORO^86003^L^518.35
QTE^P19321^Jan  1 1900 12:00AM^TETERBORO^81401^L^5945.64
QTE^P19322^Jan  1 1900 12:00AM^TETERBORO^80061^L^3042.54
QTE^P19323^Jan  1 1900 12:00AM^TETERBORO^82306^L^589.69
QTE^P19324^Jan  1 1900 12:00AM^TETERBORO^86001^N^2131.82
QTE^P19325^Jan  1 1900 12:00AM^TETERBORO^80061^L^567.73
QTE^P19326^Jan  1 1900 12:00AM^TETERBORO^84436^L^504.60
QTE^P19327^Jan  1 1900 12:00AM^TETERBORO^80061^L^736.14
QTE^P19328^Jan  1 1900 12:00AM^TETERBORO^80061^L^537.88
QTE^P19329^Jan  1 1900 12:00AM^TETERBORO^82728^L^411.18
QTE^P19332^Jan  1 1900 12:00AM^TETERBORO^80061^L^261.72
QTE^P19333^Jan  1 1900 12:00AM^TETERBORO^84443^L^896.01
QTE^P19334^Jan  1 1900 12:00AM^TETERBORO^87491^L^1376.96
QTE^P19335^Jan  1 1900 12:00AM^TETERBORO^80061^L^2824.42
QTE^P19336^Jan  1 1900 12:00AM^TETERBORO^82306^L^962.40
QTE^P19337^Jan  1 1900 12:00AM^TETERBORO^82947^L^1577.04
QTE^P19338^Jan  1 1900 12:00AM^TETERBORO^86003^L^445.42
QTE^P19339^Jan  1 1900 12:00AM^TETERBORO^85730^L^1933.64
QTE^P19341^Jan  1 1900 12:00AM^TETERBORO^80061^L^2606.93
QTE^P19342^Jan  1 1900 12:00AM^TETERBORO^85014^L^1176.72
QTE^P19344^Jan  1 1900 12:00AM^TETERBORO^80061^L^358.02
QTE^P19347^Jan  1 1900 12:00AM^TETERBORO^84702^B^3265.45
QTE^P19348^Jan  1 1900 12:00AM^TETERBORO^80061^L^2276.77
QTE^P19349^Jan  1 1900 12:00AM^TETERBORO^84439^L^545.42
QTE^P19350^Jan  1 1900 12:00AM^TETERBORO^80061^L^689.20
QTE^P19351^Jan  1 1900 12:00AM^TETERBORO^80061^L^1684.65
QTE^P19352^Jan  1 1900 12:00AM^TETERBORO^80061^L^1806.59
QTE^P19353^Jan  1 1900 12:00AM^TETERBORO^84436^L^730.57
QTE^P19355^Jan  1 1900 12:00AM^TETERBORO^82306^L^673.32
QTE^P19356^Jan  1 1900 12:00AM^TETERBORO^85025^L^1420.21
QTE^P19357^Jan  1 1900 12:00AM^TETERBORO^84443^L^729.65
QTE^P19359^Jan  1 1900 12:00AM^TETERBORO^84443^L^1029.54
QTE^P19361^Jan  1 1900 12:00AM^TETERBORO^84436^L^1042.96
QTE^P19363^Jan  1 1900 12:00AM^TETERBORO^82977^L^451.86
QTE^P19364^Jan  1 1900 12:00AM^TETERBORO^84436^L^1174.87
QTE^P19366^Jan  1 1900 12:00AM^TETERBORO^82947^L^2228.09
QTE^P19367^Jan  1 1900 12:00AM^TETERBORO^82306^L^3397.31
QTE^P19370^Jan  1 1900 12:00AM^TETERBORO^85025^L^539.19
QTE^P19372^Jan  1 1900 12:00AM^TETERBORO^82105^L^1111.79
QTE^P19373^Jan  1 1900 12:00AM^TETERBORO^85025^L^127.88
QTE^P19374^Jan  1 1900 12:00AM^TETERBORO^82947^L^1604.55
QTE^P19376^Jan  1 1900 12:00AM^TETERBORO^84443^L^1478.24
QTE^P19377^Jan  1 1900 12:00AM^TETERBORO^80061^L^2740.56
QTE^P19378^Jan  1 1900 12:00AM^TETERBORO^80061^L^695.27
QTE^P19379^Jan  1 1900 12:00AM^TETERBORO^87491^L^435.41
QTE^P19380^Jan  1 1900 12:00AM^TETERBORO^87491^L^470.57
QTE^P19381^Jan  1 1900 12:00AM^TETERBORO^83036^L^1103.41
QTE^P19382^Jan  1 1900 12:00AM^TETERBORO^86003^L^715.14
QTE^P19383^Jan  1 1900 12:00AM^TETERBORO^86003^L^699.15
QTE^P19385^Jan  1 1900 12:00AM^TETERBORO^86003^L^644.88
QTE^P19386^Jan  1 1900 12:00AM^TETERBORO^86003^L^271.94
QTE^P19387^Jan  1 1900 12:00AM^TETERBORO^86003^L^656.68
QTE^P19388^Jan  1 1900 12:00AM^TETERBORO^86003^L^644.88
QTE^P19389^Jan  1 1900 12:00AM^TETERBORO^80061^L^1346.95
QTE^P19390^Jan  1 1900 12:00AM^TETERBORO^80061^L^1539.74
QTE^P19391^Jan  1 1900 12:00AM^TETERBORO^80061^L^766.57
QTE^P19392^Jan  1 1900 12:00AM^TETERBORO^87491^L^725.85
QTE^P19393^Jan  1 1900 12:00AM^TETERBORO^82306^L^1435.53
QTE^P19396^Jan  1 1900 12:00AM^TETERBORO^80061^L^683.99
QTE^P19397^Jan  1 1900 12:00AM^TETERBORO^82947^L^2870.49
QTE^P19398^Jan  1 1900 12:00AM^TETERBORO^83036^L^170.44
QTE^P19399^Jan  1 1900 12:00AM^TETERBORO^80061^L^2468.53
QTE^P19400^Jan  1 1900 12:00AM^TETERBORO^80061^L^2439.83
QTE^P19401^Jan  1 1900 12:00AM^TETERBORO^84153^L^578.93
QTE^P19402^Jan  1 1900 12:00AM^TETERBORO^87491^L^733.32
QTE^P19403^Jan  1 1900 12:00AM^TETERBORO^81401^L^6255.35
QTE^P19404^Jan  1 1900 12:00AM^TETERBORO^82465^L^383.18
QTE^P19409^Jan  1 1900 12:00AM^TETERBORO^85730^L^3400.48
QTE^P19410^Jan  1 1900 12:00AM^TETERBORO^84443^L^1506.42
QTE^P19412^Jan  1 1900 12:00AM^TETERBORO^80061^L^1245.96
QTE^P19413^Jan  1 1900 12:00AM^TETERBORO^80061^L^1102.92
QTE^P19414^Jan  1 1900 12:00AM^TETERBORO^81401^L^5266.04
QTE^P19415^Jan  1 1900 12:00AM^TETERBORO^85049^L^127.62
QTE^P19416^Jan  1 1900 12:00AM^TETERBORO^80061^L^1394.54
QTE^P19417^Jan  1 1900 12:00AM^TETERBORO^80061^L^1587.33
QTE^P19419^Jan  1 1900 12:00AM^TETERBORO^85018^L^124.02
QTE^P19420^Jan  1 1900 12:00AM^TETERBORO^81401^L^2660.66
QTE^P19421^Jan  1 1900 12:00AM^TETERBORO^80061^L^625.54
QTE^P19422^Jan  1 1900 12:00AM^TETERBORO^82105^L^346.16
QTE^P19425^Jan  1 1900 12:00AM^TETERBORO^87491^L^930.24
QTE^P19426^Jan  1 1900 12:00AM^TETERBORO^85018^L^74.27
QTE^P19427^Jan  1 1900 12:00AM^TETERBORO^84443^L^723.04
QTE^P19428^Jan  1 1900 12:00AM^TETERBORO^82306^L^1299.53
QTE^P19429^Jan  1 1900 12:00AM^TETERBORO^84439^L^550.96
QTE^P19430^Jan  1 1900 12:00AM^TETERBORO^83036^L^923.83
QTE^P19431^Jan  1 1900 12:00AM^TETERBORO^84439^L^677.83
QTE^P19432^Jan  1 1900 12:00AM^TETERBORO^84443^L^1588.96
QTE^P19437^Jan  1 1900 12:00AM^TETERBORO^84439^L^1039.86
QTE^P19438^Jan  1 1900 12:00AM^TETERBORO^82947^L^425.96
QTE^P19439^Jan  1 1900 12:00AM^TETERBORO^82728^L^956.82
QTE^P19441^Jan  1 1900 12:00AM^TETERBORO^84439^L^1048.25
QTE^P19442^Jan  1 1900 12:00AM^TETERBORO^85610^L^385.13
QTE^P19444^Jan  1 1900 12:00AM^TETERBORO^80061^L^520.63
QTE^P19445^Jan  1 1900 12:00AM^TETERBORO^80061^L^439.24
QTE^P19446^Jan  1 1900 12:00AM^TETERBORO^83036^L^226.41
QTE^P19447^Jan  1 1900 12:00AM^TETERBORO^83036^L^979.80
QTE^P19449^Jan  1 1900 12:00AM^TETERBORO^86003^L^1817.10
QTE^P19450^Jan  1 1900 12:00AM^TETERBORO^80061^L^533.72
QTE^P19452^Jan  1 1900 12:00AM^TETERBORO^81406^L^6233.66
QTE^P19456^Jan  1 1900 12:00AM^TETERBORO^86003^L^269.10
QTE^P19457^Jan  1 1900 12:00AM^TETERBORO^86003^L^299.00
QTE^P19458^Jan  1 1900 12:00AM^TETERBORO^82947^L^686.33
QTE^P19459^Jan  1 1900 12:00AM^TETERBORO^82947^L^956.83
QTE^P19460^Jan  1 1900 12:00AM^TETERBORO^83090^F^1473.47
QTE^P19461^Jan  1 1900 12:00AM^TETERBORO^85307^L^1540.64
QTE^P19462^Jan  1 1900 12:00AM^TETERBORO^84439^L^1728.62
QTE^P19469^Jan  1 1900 12:00AM^TETERBORO^87798^L^1297.03
QTE^P19470^Jan  1 1900 12:00AM^TETERBORO^86003^L^97.13
QTE^P19471^Jan  1 1900 12:00AM^TETERBORO^80074^L^909.45
QTE^P19474^Jan  1 1900 12:00AM^TETERBORO^81401^L^3188.73
QTE^P19475^Jan  1 1900 12:00AM^TETERBORO^80061^L^1291.02
QTE^P19476^Jan  1 1900 12:00AM^TETERBORO^80061^L^2058.18
QTE^P19477^Jan  1 1900 12:00AM^TETERBORO^80061^L^269.81
QTE^P19478^Jan  1 1900 12:00AM^TETERBORO^85025^L^740.84
QTE^P19479^Jan  1 1900 12:00AM^TETERBORO^85025^L^773.19
QTE^P19481^Jan  1 1900 12:00AM^TETERBORO^81401^L^1977.10
QTE^P19483^Jan  1 1900 12:00AM^TETERBORO^84436^L^667.89
QTE^P19484^Jan  1 1900 12:00AM^TETERBORO^86003^L^782.69
QTE^P19485^Jan  1 1900 12:00AM^TETERBORO^85025^L^1444.31
QTE^P19489^Jan  1 1900 12:00AM^TETERBORO^82306^L^1586.54
QTE^P19490^Jan  1 1900 12:00AM^TETERBORO^82306^L^1426.05
QTE^P19491^Jan  1 1900 12:00AM^TETERBORO^85025^L^1977.59
QTE^P19492^Jan  1 1900 12:00AM^TETERBORO^84439^L^2199.10
QTE^P19493^Jan  1 1900 12:00AM^TETERBORO^80061^L^2374.41
QTE^P19494^Jan  1 1900 12:00AM^TETERBORO^83036^L^293.75
QTE^P19496^Jan  1 1900 12:00AM^TETERBORO^80074^L^957.17
QTE^P19498^Jan  1 1900 12:00AM^TETERBORO^86003^L^703.81
QTE^P1950^Jan  1 1900 12:00AM^TETERBORO^84443^L^519.75
QTE^P19500^Jan  1 1900 12:00AM^TETERBORO^82465^L^439.84
QTE^P19501^Jan  1 1900 12:00AM^TETERBORO^80061^L^368.14
QTE^P19502^Jan  1 1900 12:00AM^TETERBORO^85014^L^74.32
QTE^P19503^Jan  1 1900 12:00AM^TETERBORO^82947^L^3041.14
QTE^P19504^Jan  1 1900 12:00AM^TETERBORO^84443^L^1082.20
QTE^P19505^Jan  1 1900 12:00AM^TETERBORO^82306^L^411.82
QTE^P19506^Jan  1 1900 12:00AM^TETERBORO^81401^L^2009.28
QTE^P19507^Jan  1 1900 12:00AM^TETERBORO^80061^L^671.54
QTE^P19508^Jan  1 1900 12:00AM^TETERBORO^82105^L^926.45
QTE^P19509^Jan  1 1900 12:00AM^TETERBORO^80061^L^3646.38
QTE^P19510^Jan  1 1900 12:00AM^TETERBORO^80061^L^3675.73
QTE^P19511^Jan  1 1900 12:00AM^TETERBORO^86003^L^751.25
QTE^P19512^Jan  1 1900 12:00AM^TETERBORO^80061^L^478.59
QTE^P19513^Jan  1 1900 12:00AM^TETERBORO^86003^L^745.41
QTE^P19514^Jan  1 1900 12:00AM^TETERBORO^86003^L^665.23
QTE^P19515^Jan  1 1900 12:00AM^TETERBORO^80061^L^370.39
QTE^P19516^Jan  1 1900 12:00AM^TETERBORO^80061^L^1181.06
QTE^P19517^Jan  1 1900 12:00AM^TETERBORO^82306^L^783.66
QTE^P19518^Jan  1 1900 12:00AM^TETERBORO^82306^L^1158.98
QTE^P19520^Jan  1 1900 12:00AM^TETERBORO^87491^L^697.93
QTE^P19521^Jan  1 1900 12:00AM^TETERBORO^84439^L^477.38
QTE^P19522^Jan  1 1900 12:00AM^TETERBORO^83036^L^1403.10
QTE^P19523^Jan  1 1900 12:00AM^TETERBORO^86003^L^518.37
QTE^P19524^Jan  1 1900 12:00AM^TETERBORO^80061^L^819.08
QTE^P19525^Jan  1 1900 12:00AM^TETERBORO^80061^L^495.05
QTE^P19526^Jan  1 1900 12:00AM^TETERBORO^84443^L^1624.02
QTE^P19527^Jan  1 1900 12:00AM^TETERBORO^85025^L^595.00
QTE^P19529^Jan  1 1900 12:00AM^TETERBORO^82465^L^1145.27
QTE^P19530^Jan  1 1900 12:00AM^TETERBORO^G0431^L^1170.32
QTE^P19532^Jan  1 1900 12:00AM^TETERBORO^85025^L^162.56
QTE^P19533^Jan  1 1900 12:00AM^TETERBORO^81401^L^4196.50
QTE^P19534^Jan  1 1900 12:00AM^TETERBORO^80061^L^1265.94
QTE^P19535^Jan  1 1900 12:00AM^TETERBORO^G0431^L^537.95
QTE^P19536^Jan  1 1900 12:00AM^TETERBORO^85025^L^1084.65
QTE^P19538^Jan  1 1900 12:00AM^TETERBORO^84436^L^1352.72
QTE^P19539^Jan  1 1900 12:00AM^TETERBORO^82728^L^672.14
QTE^P19540^Jan  1 1900 12:00AM^TETERBORO^82947^L^1835.69
QTE^P19541^Jan  1 1900 12:00AM^TETERBORO^80061^L^1222.21
QTE^P19542^Jan  1 1900 12:00AM^TETERBORO^84436^L^828.94
QTE^P19543^Jan  1 1900 12:00AM^TETERBORO^G0431^L^823.51
QTE^P19545^Jan  1 1900 12:00AM^TETERBORO^80061^L^423.12
QTE^P19547^Jan  1 1900 12:00AM^TETERBORO^84702^B^345.86
QTE^P19548^Jan  1 1900 12:00AM^TETERBORO^87491^L^525.32
QTE^P19549^Jan  1 1900 12:00AM^TETERBORO^82947^L^1206.54
